0.000000 0.000000 0.000000
0.000010 0.000200 0.002600
0.000020 0.000600 0.006800
0.000030 0.000800 0.010600
0.000040 0.001000 0.013800
0.000050 0.001400 0.017400
0.000060 0.002200 0.019600
0.000070 0.002600 0.023200
0.000080 0.003200 0.025400
0.000090 0.003600 0.029000
0.000100 0.003800 0.032400
0.000110 0.004000 0.035600
0.000120 0.004200 0.038800
0.000130 0.004400 0.044000
0.000140 0.004400 0.048000
0.000150 0.004400 0.050800
0.000160 0.004600 0.055800
0.000170 0.004800 0.059000
0.000180 0.005200 0.063200
0.000190 0.005400 0.066600
0.000200 0.006000 0.070800
0.000210 0.006200 0.075000
0.000220 0.006400 0.077800
0.000230 0.006600 0.082200
0.000240 0.006800 0.084600
0.000250 0.007000 0.088200
0.000260 0.007200 0.092200
0.000270 0.007600 0.094800
0.000280 0.008000 0.098800
0.000290 0.008200 0.101600
0.000300 0.008400 0.104800
0.000310 0.009000 0.107600
0.000320 0.009800 0.110600
0.000330 0.009800 0.114200
0.000340 0.010000 0.118600
0.000350 0.010200 0.122000
0.000360 0.010400 0.124200
0.000370 0.011000 0.126800
0.000380 0.011000 0.129600
0.000390 0.011200 0.132200
0.000400 0.011400 0.136800
0.000410 0.011600 0.140200
0.000420 0.011800 0.143200
0.000430 0.011800 0.144600
0.000440 0.012200 0.147400
0.000450 0.013000 0.150800
0.000460 0.013800 0.154000
0.000470 0.014200 0.156600
0.000480 0.014200 0.159600
0.000490 0.014200 0.162000
0.000500 0.014400 0.164400
0.000510 0.014600 0.167400
0.000520 0.015000 0.169000
0.000530 0.015200 0.171600
0.000540 0.015400 0.174400
0.000550 0.016000 0.177000
0.000560 0.016200 0.180400
0.000570 0.016600 0.183000
0.000580 0.016800 0.187000
0.000590 0.016800 0.189400
0.000600 0.017400 0.192800
0.000610 0.017400 0.196400
0.000620 0.017600 0.197800
0.000630 0.018000 0.201600
0.000640 0.018200 0.205000
0.000650 0.018400 0.208200
0.000660 0.018600 0.211400
0.000670 0.018600 0.215800
0.000680 0.019200 0.219200
0.000690 0.019600 0.223200
0.000700 0.019800 0.225400
0.000710 0.020000 0.229800
0.000720 0.020800 0.232800
0.000730 0.021000 0.237400
0.000740 0.021000 0.240600
0.000750 0.021200 0.243800
0.000760 0.021400 0.248400
0.000770 0.022000 0.251000
0.000780 0.022400 0.254000
0.000790 0.022600 0.258600
0.000800 0.023000 0.262600
0.000810 0.023400 0.265000
0.000820 0.023800 0.267400
0.000830 0.024200 0.271000
0.000840 0.024600 0.273000
0.000850 0.024800 0.275800
0.000860 0.025400 0.277800
0.000870 0.025600 0.281200
0.000880 0.025800 0.285200
0.000890 0.026000 0.287600
0.000900 0.026000 0.291800
0.000910 0.026200 0.294400
0.000920 0.026800 0.297200
0.000930 0.027400 0.300200
0.000940 0.027400 0.303000
0.000950 0.027800 0.305800
0.000960 0.028000 0.308600
0.000970 0.028400 0.311600
0.000980 0.029400 0.313600
0.000990 0.029400 0.317200
0.001000 0.030000 0.321200
0.001010 0.030800 0.324200
0.001020 0.031200 0.327800
0.001030 0.031800 0.331000
0.001040 0.032200 0.333400
0.001050 0.032200 0.337000
0.001060 0.032800 0.340200
0.001070 0.032800 0.344000
0.001080 0.033200 0.348400
0.001090 0.033400 0.352000
0.001100 0.033800 0.354800
0.001110 0.034000 0.358200
0.001120 0.034000 0.361400
0.001130 0.034000 0.364800
0.001140 0.034600 0.368000
0.001150 0.035200 0.371400
0.001160 0.036000 0.374200
0.001170 0.036400 0.376600
0.001180 0.037000 0.379200
0.001190 0.037400 0.381000
0.001200 0.037600 0.386000
0.001210 0.038000 0.389400
0.001220 0.038600 0.392400
0.001230 0.038600 0.396400
0.001240 0.038600 0.399400
0.001250 0.039000 0.403800
0.001260 0.039200 0.407000
0.001270 0.039800 0.409600
0.001280 0.039800 0.411600
0.001290 0.040200 0.415400
0.001300 0.040200 0.419400
0.001310 0.040200 0.421400
0.001320 0.040400 0.426600
0.001330 0.040800 0.431400
0.001340 0.041000 0.435400
0.001350 0.041400 0.437800
0.001360 0.041400 0.442000
0.001370 0.041600 0.446000
0.001380 0.041800 0.450200
0.001390 0.042200 0.452200
0.001400 0.042800 0.455400
0.001410 0.043000 0.461000
0.001420 0.043000 0.463800
0.001430 0.043600 0.467000
0.001440 0.043800 0.470400
0.001450 0.044000 0.473600
0.001460 0.044400 0.477400
0.001470 0.044600 0.481600
0.001480 0.045000 0.484400
0.001490 0.045400 0.488600
0.001500 0.047000 0.493600
0.001510 0.047400 0.497000
0.001520 0.048400 0.501000
0.001530 0.048600 0.503600
0.001540 0.048800 0.506600
0.001550 0.049000 0.510400
0.001560 0.049200 0.513600
0.001570 0.049800 0.517200
0.001580 0.050400 0.520200
0.001590 0.050400 0.523600
0.001600 0.050600 0.526800
0.001610 0.050800 0.531000
0.001620 0.051000 0.533800
0.001630 0.051200 0.536800
0.001640 0.051400 0.540400
0.001650 0.052200 0.543400
0.001660 0.052600 0.547000
0.001670 0.052600 0.549600
0.001680 0.053200 0.554200
0.001690 0.053200 0.558000
0.001700 0.053600 0.561600
0.001710 0.054000 0.564600
0.001720 0.054200 0.568000
0.001730 0.054400 0.571000
0.001740 0.054800 0.574400
0.001750 0.054800 0.579000
0.001760 0.054800 0.582200
0.001770 0.055200 0.586200
0.001780 0.055200 0.589800
0.001790 0.055400 0.593000
0.001800 0.055600 0.597600
0.001810 0.055800 0.602200
0.001820 0.056200 0.607000
0.001830 0.056800 0.610200
0.001840 0.056800 0.614400
0.001850 0.057400 0.620000
0.001860 0.057400 0.624600
0.001870 0.058000 0.629400
0.001880 0.058000 0.632000
0.001890 0.058400 0.637400
0.001900 0.058800 0.641600
0.001910 0.059600 0.646800
0.001920 0.059800 0.650000
0.001930 0.059800 0.654200
0.001940 0.060000 0.658800
0.001950 0.060200 0.664800
0.001960 0.060800 0.668800
0.001970 0.061200 0.673600
0.001980 0.061800 0.678200
0.001990 0.061800 0.683000
0.002000 0.062400 0.688000
0.002010 0.062400 0.693600
0.002020 0.062600 0.698600
0.002030 0.063000 0.701800
0.002040 0.063200 0.705600
0.002050 0.063600 0.709400
0.002060 0.063800 0.715800
0.002070 0.064000 0.720800
0.002080 0.064400 0.725400
0.002090 0.065200 0.730200
0.002100 0.065600 0.734800
0.002110 0.065800 0.739400
0.002120 0.065800 0.744600
0.002130 0.066200 0.752200
0.002140 0.066200 0.757600
0.002150 0.066400 0.764000
0.002160 0.066600 0.771400
0.002170 0.066800 0.775000
0.002180 0.067000 0.780200
0.002190 0.067200 0.783600
0.002200 0.067600 0.788000
0.002210 0.068000 0.794000
0.002220 0.068400 0.800200
0.002230 0.069000 0.805600
0.002240 0.069200 0.811000
0.002250 0.069600 0.816400
0.002260 0.069800 0.821000
0.002270 0.070400 0.825400
0.002280 0.070600 0.828600
0.002290 0.071000 0.834000
0.002300 0.071200 0.839600
0.002310 0.071400 0.843000
0.002320 0.071600 0.848400
0.002330 0.072000 0.853000
0.002340 0.072000 0.858600
0.002350 0.072400 0.862200
0.002360 0.072600 0.866800
0.002370 0.072600 0.871800
0.002380 0.072800 0.875800
0.002390 0.073000 0.880800
0.002400 0.073000 0.884600
0.002410 0.073000 0.889000
0.002420 0.073400 0.894800
0.002430 0.074000 0.901200
0.002440 0.074200 0.904800
0.002450 0.074400 0.908800
0.002460 0.074400 0.914400
0.002470 0.074600 0.919600
0.002480 0.075200 0.925600
0.002490 0.075400 0.931000
0.002500 0.075800 0.937200
0.002510 0.076000 0.944600
0.002520 0.076000 0.947200
0.002530 0.076200 0.951200
0.002540 0.077200 0.957800
0.002550 0.077600 0.962200
0.002560 0.077800 0.967000
0.002570 0.078200 0.972000
0.002580 0.078400 0.978000
0.002590 0.078800 0.984000
0.002600 0.079000 0.988600
0.002610 0.079200 0.994200
0.002620 0.079600 1.001400
0.002630 0.080000 1.006800
0.002640 0.080600 1.010600
0.002650 0.080800 1.017000
0.002660 0.080800 1.022200
0.002670 0.081200 1.027600
0.002680 0.081800 1.033000
0.002690 0.082000 1.039400
0.002700 0.082200 1.045400
0.002710 0.082600 1.049400
0.002720 0.083000 1.054000
0.002730 0.083400 1.060800
0.002740 0.084000 1.066800
0.002750 0.084400 1.072400
0.002760 0.084400 1.076800
0.002770 0.085400 1.081400
0.002780 0.085800 1.086600
0.002790 0.086000 1.095200
0.002800 0.086200 1.102000
0.002810 0.086200 1.108800
0.002820 0.086200 1.112800
0.002830 0.086400 1.117400
0.002840 0.086600 1.122000
0.002850 0.087000 1.127000
0.002860 0.087000 1.131200
0.002870 0.087200 1.136000
0.002880 0.087400 1.140400
0.002890 0.087600 1.143600
0.002900 0.087800 1.148000
0.002910 0.087800 1.153800
0.002920 0.087800 1.158200
0.002930 0.088400 1.162800
0.002940 0.089000 1.169800
0.002950 0.089200 1.173600
0.002960 0.089600 1.179400
0.002970 0.089800 1.183800
0.002980 0.090600 1.189600
0.002990 0.090600 1.194000
0.003000 0.091000 1.198200
0.003010 0.091000 1.201800
0.003020 0.091600 1.207000
0.003030 0.092000 1.211200
0.003040 0.092200 1.218000
0.003050 0.092200 1.223600
0.003060 0.092600 1.227800
0.003070 0.092800 1.235200
0.003080 0.093200 1.240000
0.003090 0.093600 1.245200
0.003100 0.093800 1.250800
0.003110 0.093800 1.256000
0.003120 0.094000 1.260600
0.003130 0.094400 1.267000
0.003140 0.094400 1.273400
0.003150 0.094600 1.278400
0.003160 0.094800 1.282800
0.003170 0.094800 1.288400
0.003180 0.095000 1.295400
0.003190 0.095000 1.300800
0.003200 0.095600 1.305000
0.003210 0.095600 1.311000
0.003220 0.095800 1.316800
0.003230 0.096200 1.322400
0.003240 0.096600 1.327200
0.003250 0.096800 1.332600
0.003260 0.097000 1.338200
0.003270 0.097400 1.342600
0.003280 0.097800 1.349600
0.003290 0.098200 1.354800
0.003300 0.098200 1.360800
0.003310 0.098400 1.367200
0.003320 0.099000 1.372400
0.003330 0.099200 1.376600
0.003340 0.099400 1.381400
0.003350 0.099600 1.387200
0.003360 0.099800 1.391000
0.003370 0.099800 1.396600
0.003380 0.100000 1.404600
0.003390 0.100400 1.410400
0.003400 0.100600 1.415800
0.003410 0.100800 1.423000
0.003420 0.100800 1.430200
0.003430 0.101200 1.435800
0.003440 0.101200 1.441000
0.003450 0.101600 1.446000
0.003460 0.102000 1.450800
0.003470 0.102000 1.458400
0.003480 0.102400 1.464600
0.003490 0.102800 1.470000
0.003500 0.102800 1.475600
0.003510 0.103200 1.480000
0.003520 0.103400 1.484400
0.003530 0.103600 1.489800
0.003540 0.104000 1.495400
0.003550 0.104400 1.502000
0.003560 0.104600 1.506400
0.003570 0.105600 1.510800
0.003580 0.106000 1.515600
0.003590 0.106400 1.523000
0.003600 0.106600 1.528400
0.003610 0.106600 1.533000
0.003620 0.107000 1.538400
0.003630 0.107400 1.543000
0.003640 0.107600 1.546000
0.003650 0.107800 1.551000
0.003660 0.108400 1.556000
0.003670 0.108800 1.559800
0.003680 0.109000 1.565800
0.003690 0.109000 1.571400
0.003700 0.109800 1.578400
0.003710 0.110200 1.585000
0.003720 0.110400 1.589800
0.003730 0.110800 1.596400
0.003740 0.111200 1.602200
0.003750 0.111400 1.608400
0.003760 0.111400 1.614600
0.003770 0.112000 1.620600
0.003780 0.112200 1.625000
0.003790 0.112600 1.631400
0.003800 0.112600 1.636800
0.003810 0.113000 1.640400
0.003820 0.113200 1.646600
0.003830 0.113600 1.653400
0.003840 0.114000 1.660000
0.003850 0.114000 1.662600
0.003860 0.114400 1.669000
0.003870 0.114800 1.674200
0.003880 0.115000 1.680600
0.003890 0.115800 1.685000
0.003900 0.116000 1.690800
0.003910 0.116000 1.694400
0.003920 0.116400 1.700200
0.003930 0.116800 1.703200
0.003940 0.117400 1.709200
0.003950 0.117800 1.714800
0.003960 0.118000 1.720600
0.003970 0.118600 1.724400
0.003980 0.118600 1.727200
0.003990 0.119000 1.732800
0.004000 0.119800 1.739200
0.004010 0.120200 1.743600
0.004020 0.120400 1.748800
0.004030 0.121000 1.755800
0.004040 0.121200 1.759200
0.004050 0.121400 1.764000
0.004060 0.121800 1.770000
0.004070 0.121800 1.776600
0.004080 0.122000 1.781400
0.004090 0.122200 1.788600
0.004100 0.122200 1.792800
0.004110 0.122200 1.798600
0.004120 0.123000 1.803400
0.004130 0.123600 1.808200
0.004140 0.123800 1.814000
0.004150 0.124000 1.819400
0.004160 0.124200 1.824200
0.004170 0.124400 1.829000
0.004180 0.124400 1.832800
0.004190 0.125200 1.839400
0.004200 0.125600 1.844000
0.004210 0.125600 1.849600
0.004220 0.125800 1.855600
0.004230 0.126200 1.861400
0.004240 0.126400 1.865600
0.004250 0.126800 1.869000
0.004260 0.127200 1.874200
0.004270 0.128200 1.879000
0.004280 0.128400 1.884800
0.004290 0.129000 1.890200
0.004300 0.129000 1.895000
0.004310 0.129400 1.901600
0.004320 0.130200 1.908000
0.004330 0.130600 1.913000
0.004340 0.130600 1.917200
0.004350 0.130600 1.922200
0.004360 0.130800 1.929400
0.004370 0.130800 1.934600
0.004380 0.131000 1.938800
0.004390 0.131200 1.944600
0.004400 0.131600 1.948200
0.004410 0.131800 1.954800
0.004420 0.132400 1.960800
0.004430 0.132400 1.964600
0.004440 0.132400 1.970200
0.004450 0.133000 1.975400
0.004460 0.133000 1.980800
0.004470 0.133400 1.987400
0.004480 0.134200 1.992400
0.004490 0.134600 1.996200
0.004500 0.134800 2.003000
0.004510 0.135200 2.008200
0.004520 0.135200 2.012400
0.004530 0.135200 2.018400
0.004540 0.135400 2.021800
0.004550 0.136200 2.028600
0.004560 0.136600 2.034600
0.004570 0.136800 2.039200
0.004580 0.137000 2.043600
0.004590 0.137600 2.049000
0.004600 0.137600 2.055200
0.004610 0.137800 2.060800
0.004620 0.138200 2.066000
0.004630 0.139200 2.071400
0.004640 0.139200 2.076400
0.004650 0.139400 2.079800
0.004660 0.140000 2.087000
0.004670 0.140800 2.093400
0.004680 0.141000 2.100200
0.004690 0.141400 2.105600
0.004700 0.141400 2.112400
0.004710 0.142000 2.118400
0.004720 0.142600 2.124800
0.004730 0.143200 2.131400
0.004740 0.144000 2.136600
0.004750 0.144600 2.140600
0.004760 0.145400 2.143800
0.004770 0.145800 2.149400
0.004780 0.145800 2.154400
0.004790 0.146400 2.159400
0.004800 0.146400 2.162800
0.004810 0.146800 2.167200
0.004820 0.147400 2.171600
0.004830 0.147600 2.175800
0.004840 0.147800 2.181800
0.004850 0.148000 2.186000
0.004860 0.148200 2.192000
0.004870 0.148600 2.195600
0.004880 0.148800 2.202600
0.004890 0.149000 2.208200
0.004900 0.149200 2.214400
0.004910 0.149400 2.219000
0.004920 0.149600 2.223400
0.004930 0.150000 2.228800
0.004940 0.150400 2.234200
0.004950 0.150600 2.240000
0.004960 0.151000 2.246400
0.004970 0.151400 2.251800
0.004980 0.152000 2.256600
0.004990 0.152200 2.260000
0.005000 0.152400 2.265000
0.005010 0.152400 2.272200
0.005020 0.152800 2.278000
0.005030 0.153200 2.282800
0.005040 0.153400 2.290000
0.005050 0.153600 2.296800
0.005060 0.154400 2.300800
0.005070 0.154400 2.306200
0.005080 0.154800 2.311400
0.005090 0.155800 2.315800
0.005100 0.156000 2.321800
0.005110 0.156600 2.326600
0.005120 0.157200 2.332400
0.005130 0.157200 2.336200
0.005140 0.157200 2.340800
0.005150 0.157800 2.347200
0.005160 0.158200 2.352000
0.005170 0.158600 2.357800
0.005180 0.158800 2.363000
0.005190 0.159800 2.368600
0.005200 0.160600 2.373000
0.005210 0.160600 2.376800
0.005220 0.161000 2.381400
0.005230 0.161200 2.386800
0.005240 0.161400 2.393000
0.005250 0.161800 2.397800
0.005260 0.162200 2.403800
0.005270 0.162200 2.409600
0.005280 0.162400 2.414800
0.005290 0.162400 2.423000
0.005300 0.162400 2.430400
0.005310 0.162600 2.434600
0.005320 0.162800 2.440400
0.005330 0.163000 2.445200
0.005340 0.163000 2.450600
0.005350 0.163800 2.455000
0.005360 0.164400 2.460200
0.005370 0.164400 2.465000
0.005380 0.164600 2.470000
0.005390 0.165600 2.476600
0.005400 0.165800 2.480600
0.005410 0.166200 2.486800
0.005420 0.166400 2.491200
0.005430 0.167200 2.496600
0.005440 0.167400 2.501000
0.005450 0.168000 2.505200
0.005460 0.168200 2.510400
0.005470 0.168600 2.516400
0.005480 0.168800 2.519800
0.005490 0.169000 2.524400
0.005500 0.170200 2.527600
0.005510 0.170800 2.533200
0.005520 0.171000 2.538000
0.005530 0.171000 2.542000
0.005540 0.171000 2.546000
0.005550 0.171000 2.551000
0.005560 0.171200 2.557400
0.005570 0.171400 2.562600
0.005580 0.171600 2.566200
0.005590 0.172200 2.570600
0.005600 0.172600 2.574600
0.005610 0.173000 2.580000
0.005620 0.173200 2.584800
0.005630 0.173400 2.590000
0.005640 0.174000 2.594400
0.005650 0.174800 2.598000
0.005660 0.174800 2.602200
0.005670 0.175000 2.605600
0.005680 0.175600 2.610000
0.005690 0.176000 2.615200
0.005700 0.176000 2.620000
0.005710 0.176200 2.625200
0.005720 0.176800 2.629200
0.005730 0.177000 2.633000
0.005740 0.177000 2.639200
0.005750 0.177400 2.641800
0.005760 0.177400 2.649000
0.005770 0.177400 2.653400
0.005780 0.178000 2.657000
0.005790 0.178400 2.663000
0.005800 0.178600 2.667400
0.005810 0.178800 2.673800
0.005820 0.179000 2.677400
0.005830 0.179600 2.679800
0.005840 0.179600 2.686800
0.005850 0.180200 2.692600
0.005860 0.180200 2.698000
0.005870 0.180400 2.702400
0.005880 0.180600 2.708200
0.005890 0.180800 2.713600
0.005900 0.181200 2.720400
0.005910 0.181600 2.725800
0.005920 0.181600 2.731600
0.005930 0.181800 2.737200
0.005940 0.182000 2.743800
0.005950 0.182000 2.749400
0.005960 0.182200 2.754000
0.005970 0.182200 2.757200
0.005980 0.182200 2.764200
0.005990 0.182400 2.769000
0.006000 0.183200 2.773400
0.006010 0.183200 2.777600
0.006020 0.183200 2.782800
0.006030 0.183200 2.787600
0.006040 0.183400 2.793200
0.006050 0.183600 2.799000
0.006060 0.183800 2.803000
0.006070 0.184400 2.809200
0.006080 0.184600 2.814400
0.006090 0.185000 2.820400
0.006100 0.185400 2.825800
0.006110 0.185600 2.830800
0.006120 0.186000 2.837600
0.006130 0.186800 2.842800
0.006140 0.186800 2.847200
0.006150 0.186800 2.851800
0.006160 0.187400 2.858400
0.006170 0.187600 2.864800
0.006180 0.187600 2.869800
0.006190 0.188000 2.873400
0.006200 0.188000 2.878600
0.006210 0.188200 2.883600
0.006220 0.188400 2.889800
0.006230 0.188800 2.895600
0.006240 0.188800 2.901200
0.006250 0.189200 2.908200
0.006260 0.190000 2.914600
0.006270 0.190400 2.918800
0.006280 0.190800 2.925000
0.006290 0.191200 2.929000
0.006300 0.191600 2.932600
0.006310 0.192200 2.936800
0.006320 0.192600 2.941000
0.006330 0.192800 2.948600
0.006340 0.193400 2.956000
0.006350 0.193800 2.961600
0.006360 0.194200 2.966200
0.006370 0.194200 2.970800
0.006380 0.194200 2.977400
0.006390 0.194400 2.982200
0.006400 0.195000 2.988000
0.006410 0.195400 2.992800
0.006420 0.195800 2.999800
0.006430 0.196000 3.003600
0.006440 0.196200 3.009800
0.006450 0.196200 3.014800
0.006460 0.196400 3.019200
