0.000000 0.000000 57.631500 5872.000000
0.000010 0.061803 57.875500 5871.951500
0.000020 0.052930 57.995500 5871.940500
0.000030 0.054052 58.088000 5871.937000
0.000040 0.059661 58.323500 5871.965000
0.000050 0.069880 58.400000 5871.971000
0.000060 0.079038 58.547000 5872.005500
0.000070 0.077363 58.764500 5872.054000
0.000080 0.077101 58.846500 5871.984000
0.000090 0.076489 58.890000 5871.974000
0.000100 0.077101 58.948500 5872.041000
0.000110 0.078324 59.054500 5872.019000
0.000120 0.080466 59.131500 5872.073000
0.000130 0.081337 59.357500 5872.049000
0.000140 0.080859 59.397000 5872.046000
0.000150 0.082037 59.462500 5872.046500
0.000160 0.084788 59.561500 5872.070500
0.000170 0.086963 59.540000 5872.121000
0.000180 0.086619 59.517500 5872.118500
0.000190 0.086955 59.530000 5872.105000
0.000200 0.087962 59.479000 5872.076000
0.000210 0.088931 59.643500 5872.052000
0.000220 0.091035 59.692000 5872.066500
0.000230 0.092132 59.729000 5872.086000
0.000240 0.092781 59.670500 5872.147500
0.000250 0.092031 59.582500 5872.143000
0.000260 0.093293 59.564500 5872.153500
0.000270 0.093645 59.554000 5872.159500
0.000280 0.093141 59.582000 5872.181500
0.000290 0.093179 59.666000 5872.167500
0.000300 0.093092 59.730000 5872.141000
0.000310 0.092319 59.713000 5872.152500
0.000320 0.092723 59.637500 5872.202500
0.000330 0.092658 59.636000 5872.157000
0.000340 0.092920 59.557000 5872.217500
0.000350 0.092660 59.396500 5872.219000
0.000360 0.093469 59.497500 5872.205500
0.000370 0.092812 59.565000 5872.211000
0.000380 0.092865 59.556500 5872.172500
0.000390 0.092759 59.555000 5872.169000
0.000400 0.093117 59.649000 5872.199500
0.000410 0.092831 59.608500 5872.189500
0.000420 0.092966 59.597000 5872.200000
0.000430 0.093949 59.627000 5872.160500
0.000440 0.095180 59.632500 5872.180000
0.000450 0.094995 59.670500 5872.184000
0.000460 0.094527 59.743000 5872.220500
0.000470 0.094755 59.778500 5872.110500
0.000480 0.096235 59.818500 5872.106500
0.000490 0.096869 59.797000 5872.037500
0.000500 0.096620 59.791500 5872.006500
0.000510 0.096082 59.909000 5871.997000
0.000520 0.095764 59.881500 5872.042500
0.000530 0.095770 59.983000 5872.033000
0.000540 0.095186 59.946000 5872.050500
0.000550 0.094590 60.036000 5872.052500
0.000560 0.094376 60.003000 5872.021000
0.000570 0.094309 60.047500 5872.023500
0.000580 0.094086 60.107000 5872.040500
0.000590 0.093829 59.987000 5872.012500
0.000600 0.094356 59.916000 5872.005000
0.000610 0.094796 60.092000 5872.079500
0.000620 0.094234 60.070500 5872.134500
0.000630 0.094370 60.207000 5872.094000
0.000640 0.094454 60.237500 5872.085000
0.000650 0.094196 60.132500 5872.112000
0.000660 0.093974 60.102000 5872.124000
0.000670 0.094481 60.213000 5872.117000
0.000680 0.094990 60.218500 5872.107500
0.000690 0.094713 60.177500 5872.127000
0.000700 0.094890 60.287000 5872.124000
0.000710 0.094906 60.313000 5872.106000
0.000720 0.095109 60.414000 5872.118000
0.000730 0.095592 60.312000 5872.151000
0.000740 0.095491 60.323000 5872.163000
0.000750 0.095441 60.295500 5872.199500
0.000760 0.095868 60.346500 5872.144000
0.000770 0.095704 60.305000 5872.082000
0.000780 0.095795 60.293500 5872.108000
0.000790 0.095915 60.139000 5872.096500
0.000800 0.095741 60.289500 5872.093000
0.000810 0.095881 60.400000 5872.159500
0.000820 0.095898 60.515000 5872.159500
0.000830 0.096291 60.620000 5872.188500
0.000840 0.096179 60.691000 5872.152000
0.000850 0.095890 60.810000 5872.176000
0.000860 0.095707 61.034500 5872.147500
0.000870 0.095922 61.178000 5872.198500
0.000880 0.096584 61.393000 5872.198500
0.000890 0.097005 61.663000 5872.168500
0.000900 0.097382 61.777500 5872.163000
0.000910 0.097367 62.168000 5872.183500
0.000920 0.097799 62.426000 5872.115500
0.000930 0.098142 62.942500 5872.121000
0.000940 0.098329 63.385000 5872.110000
0.000950 0.098659 63.869500 5872.094500
0.000960 0.098734 64.383500 5872.066500
0.000970 0.098700 64.938000 5872.077000
0.000980 0.098505 65.220000 5872.109000
0.000990 0.098456 65.929000 5872.085000
0.001000 0.098909 66.704000 5872.115000
0.001010 0.099111 67.764500 5872.070500
0.001020 0.099261 68.379500 5872.072500
0.001030 0.099474 69.335500 5872.073500
0.001040 0.099529 70.535000 5872.116000
0.001050 0.099735 71.561500 5872.116500
0.001060 0.100232 72.808000 5872.082500
0.001070 0.100811 74.303500 5872.057500
0.001080 0.101662 75.771000 5872.071500
0.001090 0.102026 77.371500 5872.071500
0.001100 0.101666 79.156000 5872.061500
0.001110 0.101560 80.844500 5872.012500
0.001120 0.102129 83.018000 5871.959000
0.001130 0.102086 85.059500 5872.030000
0.001140 0.102489 87.122500 5872.002000
0.001150 0.103578 89.361500 5871.969500
0.001160 0.104299 91.523000 5871.987000
0.001170 0.104558 94.166000 5871.993000
0.001180 0.104704 96.854000 5872.072500
0.001190 0.105264 99.669000 5872.100000
0.001200 0.106340 102.322500 5872.129000
0.001210 0.106887 105.178000 5872.106000
0.001220 0.107410 108.064000 5872.128500
0.001230 0.107412 111.081500 5872.180500
0.001240 0.107528 114.220500 5872.143500
0.001250 0.107769 117.106000 5872.149000
0.001260 0.108177 120.291500 5872.192500
0.001270 0.108756 124.381500 5872.209000
0.001280 0.109307 128.524500 5872.209000
0.001290 0.109627 132.538000 5872.235500
0.001300 0.110379 136.769500 5872.224500
0.001310 0.111078 141.209000 5872.230000
0.001320 0.111794 145.268000 5872.212500
