0.00000	6.12000
0.00005	11.62800
0.00010	7.34400
0.00015	12.24000
0.00020	16.52400
0.00025	5.50800
0.00030	0.61200
0.00035	0.61200
0.00040	1.22400
0.00045	8.56800
0.00050	1.22400
0.00055	9.79200
0.00060	3.67200
0.00065	1.83600
0.00070	10.40400
0.00075	9.18000
0.00080	7.34400
0.00085	8.56800
0.00090	1.83600
0.00095	9.79200
0.00100	9.18000
0.00105	12.85200
0.00110	6.12000
0.00115	8.56800
0.00120	1.22400
0.00125	14.68800
0.00130	28.15200
0.00135	15.91200
0.00140	8.56800
0.00145	68.54400
0.00150	49.57200
0.00155	61.20000
0.00160	88.74000
0.00165	78.33600
0.00170	134.64000
0.00175	141.98400
0.00180	180.54000
0.00185	180.54000
0.00190	236.23200
0.00195	276.62400
0.00200	296.82000
0.00205	341.49600
0.00210	410.65200
0.00215	402.69600
0.00220	342.10800
0.00225	361.69200
0.00230	339.04800
0.00235	412.48800
0.00240	293.14800
0.00245	241.74000
0.00250	217.87200
0.00255	207.46800
0.00260	201.96000
0.00265	177.48000
0.00270	115.66800
0.00275	160.34400
0.00280	113.83200
0.00285	116.89200
0.00290	94.24800
0.00295	88.74000
0.00300	66.09600
0.00305	71.60400
0.00310	50.18400
0.00315	38.55600
0.00320	45.90000
0.00325	41.61600
0.00330	31.82400
0.00335	67.32000
0.00340	42.84000
0.00345	59.36400
0.00350	51.40800
0.00355	39.16800
0.00360	50.79600
0.00365	44.06400
0.00370	32.43600
0.00375	47.73600
0.00380	41.00400
0.00385	34.27200
0.00390	48.34800
0.00395	34.88400
0.00400	39.16800
0.00405	33.66000
0.00410	31.21200
0.00415	41.00400
0.00420	39.16800
0.00425	27.54000
0.00430	33.04800
0.00435	42.22800
0.00440	43.45200
0.00445	37.33200
0.00450	33.04800
0.00455	30.60000
0.00460	41.61600
0.00465	18.97200
0.00470	9.18000
0.00475	50.18400
0.00480	52.02000
0.00485	37.33200
0.00490	31.82400
0.00495	30.60000
0.00500	17.13600
0.00505	33.66000
0.00510	59.97600
0.00515	36.10800
0.00520	26.31600
0.00525	14.68800
0.00530	27.54000
0.00535	44.06400
0.00540	20.19600
0.00545	14.07600
0.00550	11.01600
0.00555	20.80800
0.00560	28.15200
0.00565	25.70400
0.00570	28.15200
0.00575	11.62800
0.00580	55.69200
0.00585	31.82400
0.00590	23.86800
0.00595	33.04800
0.00600	34.88400
0.00605	38.55600
0.00610	26.92800
0.00615	17.74800
0.00620	25.70400
0.00625	11.62800
0.00630	20.80800
0.00635	17.13600
0.00640	12.24000
0.00645	20.19600
0.00650	31.82400
0.00655	23.86800
0.00660	20.80800
0.00665	34.88400
0.00670	9.18000
0.00675	26.92800
0.00680	28.15200
0.00685	50.18400
0.00690	29.98800
0.00695	18.97200
0.00700	19.58400
0.00705	14.68800
0.00710	28.15200
0.00715	12.85200
0.00720	15.91200
0.00725	23.86800
0.00730	29.98800
0.00735	22.64400
0.00740	8.56800
0.00745	15.30000
0.00750	48.34800
0.00755	15.30000
0.00760	20.80800
0.00765	19.58400
0.00770	14.07600
0.00775	24.48000
0.00780	17.74800
0.00785	23.86800
0.00790	17.13600
0.00795	36.72000
0.00800	29.37600
0.00805	26.92800
0.00810	4.28400
0.00815	23.25600
0.00820	13.46400
0.00825	41.61600
0.00830	25.70400
0.00835	12.85200
0.00840	28.76400
0.00845	19.58400
0.00850	26.31600
0.00855	30.60000
0.00860	41.61600
0.00865	26.31600
0.00870	28.76400
0.00875	26.92800
0.00880	14.68800
0.00885	11.62800
0.00890	9.79200
0.00895	18.97200
0.00900	55.69200
0.00905	24.48000
0.00910	25.09200
0.00915	14.07600
0.00920	14.07600
0.00925	26.92800
0.00930	18.97200
0.00935	41.00400
0.00940	14.68800
0.00945	20.80800
0.00950	11.62800
0.00955	25.70400
0.00960	20.80800
0.00965	20.19600
0.00970	11.62800
0.00975	29.37600
0.00980	17.13600
0.00985	21.42000
0.00990	31.82400
0.00995	9.18000
0.01000	21.42000
0.01005	18.36000
0.01010	31.82400
0.01015	17.13600
0.01020	31.21200
0.01025	17.13600
0.01030	25.70400
0.01035	20.80800
0.01040	16.52400
0.01045	14.68800
0.01050	12.85200
0.01055	14.68800
0.01060	17.74800
0.01065	16.52400
0.01070	26.92800
0.01075	25.09200
0.01080	10.40400
0.01085	17.74800
0.01090	24.48000
0.01095	14.07600
0.01100	11.01600
0.01105	28.15200
0.01110	35.49600
0.01115	29.37600
0.01120	29.98800
0.01125	27.54000
0.01130	15.91200
0.01135	24.48000
0.01140	18.97200
0.01145	25.09200
0.01150	17.13600
0.01155	5.50800
0.01160	26.92800
0.01165	14.07600
0.01170	19.58400
0.01175	7.34400
0.01180	2.44800
0.01185	16.52400
0.01190	12.24000
0.01195	11.62800
0.01200	10.40400
0.01205	3.67200
0.01210	25.09200
0.01215	11.62800
0.01220	9.18000
0.01225	20.80800
0.01230	12.24000
0.01235	22.03200
0.01240	19.58400
0.01245	8.56800
0.01250	11.62800
0.01255	10.40400
0.01260	3.67200
0.01265	33.66000
0.01270	8.56800
0.01275	12.24000
0.01280	18.97200
0.01285	15.91200
0.01290	42.84000
0.01295	6.73200
0.01300	28.76400
0.01305	17.13600
0.01310	11.01600
0.01315	24.48000
0.01320	11.01600
0.01325	21.42000
0.01330	19.58400
0.01335	13.46400
0.01340	12.24000
0.01345	25.70400
0.01350	21.42000
0.01355	15.91200
0.01360	11.01600
0.01365	33.04800
0.01370	18.97200
0.01375	11.62800
0.01380	3.06000
0.01385	28.15200
0.01390	18.97200
0.01395	13.46400
0.01400	9.79200
0.01405	9.79200
0.01410	12.24000
0.01415	11.62800
0.01420	17.74800
0.01425	37.33200
0.01430	15.91200
0.01435	22.64400
0.01440	29.98800
0.01445	14.07600
0.01450	20.80800
0.01455	14.68800
0.01460	5.50800
0.01465	18.36000
0.01470	4.89600
0.01475	9.79200
0.01480	6.73200
0.01485	16.52400
0.01490	30.60000
0.01495	6.73200
0.01500	9.18000
0.01505	26.92800
0.01510	7.34400
0.01515	7.95600
0.01520	9.18000
0.01525	23.25600
0.01530	12.24000
0.01535	25.09200
0.01540	29.37600
0.01545	15.30000
0.01550	9.18000
0.01555	29.37600
0.01560	14.07600
0.01565	6.73200
0.01570	20.80800
0.01575	15.91200
0.01580	15.91200
0.01585	8.56800
0.01590	17.13600
0.01595	16.52400
0.01600	8.56800
0.01605	34.27200
0.01610	23.86800
0.01615	16.52400
0.01620	6.73200
0.01625	20.80800
0.01630	11.01600
0.01635	18.97200
0.01640	22.03200
0.01645	14.68800
0.01650	16.52400
0.01655	11.62800
0.01660	6.73200
0.01665	17.13600
0.01670	13.46400
0.01675	9.79200
0.01680	6.12000
0.01685	21.42000
0.01690	19.58400
0.01695	14.68800
0.01700	15.30000
0.01705	13.46400
0.01710	2.44800
0.01715	18.36000
0.01720	14.68800
0.01725	16.52400
0.01730	14.07600
0.01735	6.73200
0.01740	6.12000
0.01745	5.50800
0.01750	13.46400
0.01755	9.79200
0.01760	7.34400
0.01765	9.79200
0.01770	19.58400
0.01775	3.06000
0.01780	14.68800
0.01785	3.67200
0.01790	14.07600
0.01795	23.86800
0.01800	13.46400
0.01805	12.24000
0.01810	4.28400
0.01815	16.52400
0.01820	5.50800
0.01825	22.64400
0.01830	23.86800
0.01835	17.74800
0.01840	12.85200
0.01845	21.42000
0.01850	8.56800
0.01855	21.42000
0.01860	4.28400
0.01865	17.74800
0.01870	12.85200
0.01875	22.03200
0.01880	15.91200
0.01885	6.12000
0.01890	9.18000
0.01895	5.50800
0.01900	15.91200
0.01905	12.85200
0.01910	4.28400
0.01915	17.74800
0.01920	16.52400
0.01925	14.68800
0.01930	6.73200
0.01935	27.54000
0.01940	12.85200
0.01945	3.67200
0.01950	25.70400
